D:\Ensayos V?ctor\Test Run 8 28-03-2019 13 07 07\DAQ- Crosshead; ? - (Timed).txt
Test: ENSAYOS TRACCION PLA 1
Test Run: Test Run 8
Date: 28/03/2019 12:58:13


Crosshead 	Load 	Time 		Carga Maxima	
mm	kN	sec		2,163396729	
0,056355791	0,062002327	7,210999966			
0,057169596	0,063091877	7,31099987			
0,05803426	0,064242218	7,410999775			
0,058848065	0,065039482	7,511000156			
0,059661867	0,065703148	7,611000061			
0,060475668	0,066245331	7,710999966			
0,061289473	0,067127434	7,81099987			
0,062154133	0,067704659	7,910999775			
0,062967934	0,068358566	8,01099968			
0,063781736	0,069113846	8,111000061			
0,064595544	0,069991409	8,211000443			
0,065409338	0,070606789	8,31099987			
0,066223147	0,071462814	8,411000252			
0,067036948	0,072302025	8,51099968			
0,067901608	0,073023224	8,611000061			
0,068715417	0,074053619	8,711000443			
0,069529211	0,074809875	8,81099987			
0,070393886	0,075864082	8,911000252			
0,07120768	0,076811172	9,01099968			
0,072021481	0,077609352	9,111000061			
0,072886149	0,078841385	9,211000443			
0,07369995	0,079786629	9,31099987			
0,07456461	0,08078067	9,411000252			
0,075378419	0,08237571	9,51099968			
0,076243079	0,083788849	9,611000061			
0,077107747	0,085519768	9,711000443			
0,077921548	0,087099525	9,81099987			
0,078786215	0,088781776	9,911000252			
0,079650876	0,090527115	10,01099968			
0,080515543	0,092494057	10,11100006			
0,081329345	0,09394886	10,21100044			
0,082194005	0,095409508	10,31099987			
0,083007813	0,097153908	10,41100025			
0,083821615	0,096459274	10,51099968			
0,084686282	0,09755378	10,61100006			
0,085500084	0,099204102	10,71100044			
0,086313878	0,100332626	10,81099987			
0,087127686	0,101277992	10,91100025			
0,087992346	0,103420296	11,01099968			
0,088806155	0,103923676	11,11100006			
0,089619956	0,105874603	11,21100044			
0,090433758	0,107597588	11,31099987			
0,091298425	0,109156097	11,41100025			
0,092112219	0,111220901	11,51099968			
0,092926028	0,112944519	11,61100006			
0,093790688	0,114730186	11,71100044			
0,094604489	0,114854744	11,81099987			
0,095469157	0,118010033	11,91100025			
0,096282958	0,119315262	12,01099968			
0,097147618	0,120806992	12,11100006			
0,097961427	0,122840279	12,21100044			
0,098826087	0,123875206	12,31099987			
0,099639896	0,126765038	12,41100025			
0,100453697	0,127858559	12,51099968			
0,101318357	0,130339005	12,61100006			
0,102132166	0,132101089	12,71100044			
0,102996826	0,133475266	12,81099987			
0,103810627	0,135014465	12,91100025			
0,104675295	0,136621216	13,01099968			
0,105489096	0,138229416	13,11100006			
0,106302898	0,140002533	13,21100044			
0,107116699	0,141422104	13,31099987			
0,1079305	0,143039047	13,41100025			
0,108744302	0,14475795	13,51099968			
0,109608969	0,146603958	13,61100006			
0,11042277	0,148212418	13,71100044			
0,111236572	0,149107635	13,81099987			
0,11205038	0,15164476	13,91100025			
0,112864174	0,153439697	14,01099968			
0,113677976	0,155415894	14,11100006			
0,114542643	0,157404663	14,21100044			
0,115356444	0,159231018	14,31099987			
0,116170253	0,161190491	14,41100025			
0,117034913	0,163002274	14,51099968			
0,117848715	0,164830551	14,61100006			
0,118713382	0,166727432	14,71100044			
0,119527183	0,168485809	14,81099987			
0,120391844	0,170361191	14,91100025			
0,121256511	0,172249435	15,01099968			
0,122070313	0,174187881	15,11100006			
0,122934973	0,176103638	15,21100044			
0,123748774	0,178038223	15,31099987			
0,124613434	0,179994461	15,41100025			
0,12542725	0,181883835	15,51099968			
0,12629191	0,183538666	15,61100006			
0,127156571	0,185465103	15,71100044			
0,127970387	0,187416565	15,81099987			
0,128784173	0,189314453	15,91100025			
0,129648848	0,191109558	16,01099968			
0,130462649	0,192956223	16,11100006			
0,131276451	0,19475174	16,21100044			
0,132090252	0,196562561	16,31100082			
0,132904053	0,198229996	16,4109993			
0,133717855	0,200364761	16,51099968			
0,134582515	0,202103775	16,61100006			
0,135396316	0,203837112	16,71100044			
0,136210132	0,205858658	16,81100082			
0,137023919	0,207686554	16,9109993			
0,137888594	0,209470245	17,01099968			
0,138702395	0,211481934	17,11100006			
0,139516196	0,213350601	17,21100044			
0,140329998	0,215027786	17,31100082			
0,141194658	0,21691362	17,4109993			
0,142008474	0,218904892	17,51099968			
0,142873119	0,220848785	17,61100006			
0,143686935	0,222628433	17,71100044			
0,144500736	0,224421234	17,81100082			
0,145365397	0,226455582	17,9109993			
0,146230057	0,228270752	18,01099968			
0,147043873	0,230006744	18,11100006			
0,147908519	0,23206958	18,21100044			
0,148722334	0,233771927	18,31100082			
0,149586995	0,235709732	18,4109993			
0,150400796	0,23762587	18,51099968			
0,151214597	0,239484512	18,61100006			
0,152079272	0,241208649	18,71100044			
0,152893073	0,24312735	18,81100082			
0,15370686	0,245011719	18,9109993			
0,154520676	0,246712601	19,01099968			
0,155334477	0,248413528	19,11100006			
0,156148264	0,25015921	19,21100044			
0,15696208	0,252098557	19,31100082			
0,157775881	0,253847	19,4109993			
0,158589683	0,255609253	19,51099968			
0,159403484	0,257261902	19,61100006			
0,160217285	0,259033051	19,71100044			
0,16108196	0,26080481	19,81100082			
0,161895747	0,262691498	19,9109993			
0,162709548	0,264528503	20,01099968			
0,163574223	0,266357452	20,11100006			
0,16438801	0,268170898	20,21100044			
0,165252684	0,270003998	20,31100082			
0,166066486	0,271883759	20,4109993			
0,166880302	0,27378064	20,51099968			
0,167744947	0,275552246	20,61100006			
0,168558763	0,277688324	20,71100044			
0,169423423	0,279517426	20,81100082			
0,170288084	0,281423889	20,9109993			
0,171152758	0,283360413	21,01099968			
0,17196656	0,285134521	21,11100006			
0,17283122	0,287026642	21,21100044			
0,17369588	0,289069733	21,31100082			
0,174509696	0,290839355	21,4109993			
0,175323483	0,292790039	21,51099968			
0,176188158	0,294472717	21,61100006			
0,177001959	0,296147949	21,71100044			
0,177815746	0,29812677	21,81100082			
0,178680421	0,299956573	21,9109993			
0,179494222	0,301922913	22,01099968			
0,180308023	0,303430084	22,11100006			
0,181121824	0,30501828	22,21100044			
0,181986499	0,306907349	22,31100082			
0,182800286	0,308724609	22,4109993			
0,183614087	0,310444824	22,51099968			
0,184478762	0,312506653	22,61100006			
0,185292563	0,3142995	22,71100044			
0,186106365	0,31614621	22,81100082			
0,186971025	0,317952545	22,9109993			
0,187784841	0,319773041	23,01099968			
0,188649487	0,32162677	23,11100006			
0,189463302	0,323671478	23,21100044			
0,190327963	0,325452118	23,31100082			
0,191141764	0,327322784	23,4109993			
0,192006424	0,329190887	23,51099968			
0,192871099	0,331006195	23,61100006			
0,193684886	0,332916168	23,71100044			
0,194498702	0,334711639	23,81100082			
0,195363362	0,336717804	23,9109993			
0,196177163	0,338514862	24,01099968			
0,197041823	0,340213074	24,11100006			
0,197855639	0,342092224	24,21100044			
0,198669441	0,343731262	24,31100082			
0,199483227	0,345546143	24,4109993			
0,200297043	0,347365601	24,51099968			
0,201110845	0,348962555	24,61100006			
0,201975505	0,351106262	24,71100044			
0,202789306	0,352712738	24,81100082			
0,203603107	0,354647583	24,9109993			
0,204416909	0,356436096	25,01099968			
0,20523071	0,35816217	25,11100006			
0,206044511	0,360085846	25,21100044			
0,206858327	0,361879303	25,31100082			
0,207672114	0,363643463	25,4109993			
0,208536789	0,365426147	25,51099968			
0,20935059	0,367361481	25,61100006			
0,210164377	0,369050018	25,71100044			
0,211029052	0,371010193	25,81100082			
0,211842853	0,372736115	25,9109993			
0,212656669	0,374678894	26,01099968			
0,213521314	0,37646283	26,11100006			
0,21433513	0,378280762	26,21100044			
0,215199791	0,380195313	26,31100082			
0,216064451	0,382211182	26,4109993			
0,216878252	0,383850983	26,51099968			
0,217742927	0,385667419	26,61100006			
0,218556714	0,38750766	26,71100044			
0,219421388	0,389523621	26,81100082			
0,220286063	0,391383575	26,9109993			
0,22109985	0,393376129	27,01099968			
0,221913651	0,394970184	27,11100006			
0,222778326	0,396868774	27,21100044			
0,223592113	0,398662933	27,31100082			
0,224456788	0,400431488	27,4109993			
0,225270589	0,40235434	27,51099968			
0,22608439	0,404156464	27,61100006			
0,226898192	0,405860352	27,71100044			
0,227762866	0,407762207	27,81100082			
0,228576653	0,409569977	27,9109993			
0,229390454	0,411464111	28,01099968			
0,23020427	0,413345917	28,11100006			
0,231068931	0,415095795	28,21100044			
0,231882732	0,416919556	28,31100082			
0,232696533	0,418746735	28,4109993			
0,233561208	0,420575287	28,51099968			
0,234374995	0,422364166	28,61100006			
0,235188796	0,424178589	28,71100044			
0,236053471	0,426042511	28,81100082			
0,236867258	0,427701874	28,9109993			
0,237731932	0,429538177	29,01099968			
0,238545734	0,431389984	29,11100006			
0,23935955	0,433418182	29,21100044			
0,240224195	0,435042175	29,31100082			
0,241038011	0,436953278	29,4109993			
0,241902671	0,438782379	29,51099968			
0,242716473	0,440557281	29,61100006			
0,243581133	0,442439911	29,71100044			
0,244394934	0,444026855	29,81100082			
0,245208736	0,446096283	29,9109993			
0,24607341	0,447816376	30,01099968			
0,246887212	0,449570923	30,11100006			
0,247701013	0,451359894	30,21100044			
0,248514814	0,453233429	30,31100082			
0,249328616	0,455137726	30,4109993			
0,250142417	0,456772583	30,51099968			
0,250956218	0,458462341	30,61100006			
0,25177002	0,460280334	30,71100044			
0,252583821	0,462151459	30,81100082			
0,253397622	0,463889862	30,9109993			
0,254262297	0,465584778	31,01099968			
0,255076069	0,46739743	31,11100006			
0,2558899	0,469228851	31,21100044			
0,256703701	0,471110443	31,31100082			
0,257568347	0,472949402	31,4109993			
0,258382177	0,474671265	31,51099968			
0,259246823	0,476436554	31,61100006			
0,260060624	0,478340454	31,71100044			
0,260925299	0,480063873	31,81100082			
0,2617391	0,481818695	31,9109993			
0,262603746	0,483792084	32,01100159			
0,263468421	0,485517273	32,11100006			
0,264282222	0,486999542	32,21099854			
0,265146868	0,489116516	32,31100082			
0,266011572	0,490947876	32,4109993			
0,266825344	0,492698669	32,51100159			
0,267690019	0,494345093	32,61100006			
0,26850382	0,496366974	32,71099854			
0,269368495	0,498246582	32,81100082			
0,270182296	0,499998749	32,9109993			
0,270996097	0,501770447	33,01100159			
0,271809899	0,503300476	33,11100006			
0,272674573	0,504959198	33,21099854			
0,273488375	0,506811005	33,31100082			
0,274302147	0,508620209	33,4109993			
0,275115977	0,510309326	33,51100159			
0,275980623	0,511809265	33,61100006			
0,276794424	0,513669617	33,71099854			
0,277608255	0,515508118	33,81100082			
0,2784729	0,517432983	33,9109993			
0,279286702	0,519052734	34,01100159			
0,280100503	0,520909363	34,11100006			
0,280965178	0,522774292	34,21099854			
0,28177895	0,52445459	34,31100082			
0,28259278	0,526408203	34,4109993			
0,283457426	0,528098022	34,51100159			
0,284271227	0,53004657	34,61100006			
0,285135902	0,531772827	34,71099854			
0,285949704	0,533534485	34,81100082			
0,286814349	0,535575195	34,9109993			
0,28762818	0,537164246	35,01100159			
0,288441981	0,539026428	35,11100006			
0,289306627	0,540954834	35,21099854			
0,290120457	0,542555298	35,31100082			
0,290934229	0,544437012	35,4109993			
0,291798933	0,546191162	35,51100159			
0,292612705	0,547992798	35,61100006			
0,293426507	0,54964502	35,71099854			
0,294240337	0,551395874	35,81100082			
0,295054109	0,553136169	35,9109993			
0,295817037	0,554946716	36,01100159			
0,296681741	0,556551514	36,11100006			
0,297495513	0,558425964	36,21099854			
0,298309315	0,560208252	36,31100082			
0,299123145	0,562008484	36,4109993			
0,299936917	0,56360791	36,51100159			
0,300750718	0,565608704	36,61100006			
0,301615393	0,567361267	36,71099854			
0,302429195	0,56909198	36,81100082			
0,30329384	0,570925659	36,9109993			
0,304107671	0,572723999	37,01100159			
0,304921472	0,574494934	37,11100006			
0,305786147	0,576374207	37,21099854			
0,306599948	0,578118591	37,31100082			
0,307464594	0,579774841	37,4109993			
0,308329269	0,581608948	37,51100159			
0,309193943	0,58350769	37,61100006			
0,310007716	0,585345581	37,71099854			
0,31087242	0,587049683	37,81100082			
0,311737065	0,588916077	37,9109993			
0,312550867	0,590521423	38,01100159			
0,313415541	0,592499695	38,11100006			
0,314229343	0,5942229	38,21099854			
0,315043115	0,596001038	38,31100082			
0,315907819	0,597954895	38,4109993			
0,316721591	0,599659668	38,51100159			
0,317535392	0,601324341	38,61100006			
0,318349223	0,603081604	38,71099854			
0,319162995	0,604751526	38,81100082			
0,32002767	0,606705688	38,9109993			
0,320841471	0,608331116	39,01100159			
0,321655272	0,610182678	39,11100006			
0,322469074	0,611740173	39,21099854			
0,323282875	0,613638977	39,31100082			
0,32414755	0,61535321	39,4109993			
0,324961322	0,616989502	39,51100159			
0,325826026	0,618781128	39,61100006			
0,326639798	0,620590637	39,71099854			
0,327453599	0,622270447	39,81100082			
0,328318274	0,624248901	39,9109993			
0,329132075	0,626066833	40,01100159			
0,329945906	0,627844543	40,11100006			
0,330810552	0,62952124	40,21099854			
0,331624353	0,631221008	40,31100082			
0,332489028	0,632939697	40,4109993			
0,333353673	0,634830811	40,51100159			
0,334167475	0,636719177	40,61100006			
0,335032149	0,638415771	40,71099854			
0,335845951	0,640171082	40,81100082			
0,336659752	0,64208905	40,9109993			
0,337524427	0,643655457	41,01100159			
0,338338228	0,645314087	41,11100006			
0,339152	0,647188171	41,21099854			
0,339965831	0,648839722	41,31100082			
0,340779632	0,650537598	41,4109993			
0,341593404	0,652193848	41,51100159			
0,342407235	0,65394397	41,61100006			
0,343221036	0,655662598	41,71099854			
0,344034808	0,657240784	41,81100082			
0,344848639	0,659120789	41,9109993			
0,34566244	0,660849426	42,01100159			
0,346527086	0,6623302	42,11100006			
0,347340916	0,66432959	42,21099854			
0,348154688	0,665888306	42,31100082			
0,348968519	0,667832336	42,4109993			
0,349833164	0,669693665	42,51100159			
0,350646966	0,671211792	42,61100006			
0,35151164	0,673129028	42,71099854			
0,352376315	0,674858398	42,81100082			
0,353190087	0,676621826	42,9109993			
0,354054791	0,67836145	43,01100159			
0,354868564	0,680210571	43,11100006			
0,355733238	0,682002502	43,21099854			
0,356597913	0,68375061	43,31100082			
0,357411715	0,68572821	43,4109993			
0,35827636	0,687264832	43,51100159			
0,359141035	0,689068604	43,61100006			
0,359954836	0,690848816	43,71099854			
0,360819482	0,692681946	43,81100082			
0,361633312	0,694430786	43,9109993			
0,362447114	0,696266479	44,01100159			
0,363260886	0,698034668	44,11100006			
0,364074716	0,699749451	44,21099854			
0,364939362	0,701377686	44,31100082			
0,365753163	0,703127258	44,4109993			
0,366566994	0,704882324	44,51100159			
0,367380766	0,706531067	44,61100006			
0,368194567	0,708478638	44,71099854			
0,369008398	0,710115173	44,81100082			
0,36982217	0,711777954	44,9109993			
0,370686845	0,713541748	45,01100159			
0,371500646	0,715132507	45,11100006			
0,372365321	0,716966797	45,21099854			
0,373179122	0,718659912	45,31100082			
0,373992923	0,720292175	45,4109993			
0,374857569	0,722035034	45,51100159			
0,3756714	0,72388385	45,61100006			
0,376536045	0,725766418	45,71099854			
0,377349847	0,727414185	45,81100082			
0,378214521	0,729208923	45,9109993			
0,379028323	0,730888916	46,01100159			
0,379892968	0,732629028	46,11100006			
0,380757672	0,734376648	46,21099854			
0,381571444	0,736105713	46,31100082			
0,382436119	0,73788739	46,4109993			
0,383249921	0,739655212	46,51100159			
0,384063722	0,741370605	46,61100006			
0,384928368	0,743122559	46,71099854			
0,385742198	0,744751038	46,81100082			
0,386555999	0,746437744	46,9109993			
0,387369771	0,748052917	47,01100159			
0,388183602	0,749776428	47,11100006			
0,388997403	0,751415649	47,21099854			
0,389811175	0,753058838	47,31100082			
0,390625006	0,754873535	47,4109993			
0,391438807	0,756615234	47,51100159			
0,392252608	0,758330505	47,61100006			
0,39306641	0,759821411	47,71099854			
0,393931055	0,761699402	47,81100082			
0,394744886	0,763366638	47,9109993			
0,395609532	0,765140137	48,01100159			
0,396423333	0,766677673	48,11100006			
0,397237163	0,768618408	48,21099854			
0,398101809	0,77046167	48,31100082			
0,39891561	0,772151978	48,4109993			
0,399780285	0,773791809	48,51100159			
0,400594086	0,775476929	48,61100006			
0,401458732	0,777168335	48,71099854			
0,402323407	0,778846741	48,81100082			
0,403137208	0,780708008	48,9109993			
0,404001854	0,782388977	49,01100159			
0,404815684	0,784257874	49,11100006			
0,40568033	0,785930664	49,21099854			
0,406494131	0,787739807	49,31100082			
0,407358806	0,789371704	49,4109993			
0,408172607	0,79116217	49,51100159			
0,409037253	0,792793579	49,61100006			
0,409851084	0,794535034	49,71099854			
0,410664885	0,796238525	49,81100082			
0,411478657	0,797994202	49,9109993			
0,412343361	0,799512451	50,01100159			
0,413157133	0,801317383	50,11100006			
0,413970934	0,802918213	50,21099854			
0,414784765	0,804750793	50,31100082			
0,415649411	0,806286926	50,4109993			
0,416463212	0,808064209	50,51100159			
0,417277013	0,809810791	50,61100006			
0,418141688	0,811651001	50,71099854			
0,418955489	0,813154968	50,81100082			
0,419820164	0,814925598	50,9109993			
0,420633936	0,816578979	51,01100159			
0,421447767	0,818341431	51,11100006			
0,422312412	0,820079041	51,21099854			
0,423177087	0,821738403	51,31100082			
0,423990889	0,823477844	51,4109993			
0,424855563	0,825130798	51,51100159			
0,425669336	0,826753601	51,61100006			
0,426534039	0,828558289	51,71099854			
0,427347812	0,830460938	51,81100082			
0,428212486	0,832016113	51,9109993			
0,429026288	0,833726929	52,01100159			
0,429840089	0,835298401	52,11100006			
0,43065389	0,837137695	52,21099854			
0,431467692	0,838827759	52,31100082			
0,432281493	0,840398682	52,4109993			
0,433095294	0,84206311	52,51100159			
0,433909096	0,84373291	52,61100006			
0,434722897	0,845233398	52,71099854			
0,435536698	0,847021729	52,81100082			
0,4363505	0,848770386	52,9109993			
0,437164301	0,850243652	53,01100159			
0,437978131	0,851888794	53,11100006			
0,438842777	0,85374939	53,21099854			
0,439656578	0,855269714	53,31100082			
0,44047038	0,856999207	53,4109993			
0,441335054	0,858635803	53,51100159			
0,442148827	0,860524963	53,61100006			
0,442962657	0,861931152	53,71099854			
0,443827303	0,863579468	53,81100082			
0,444641104	0,865406799	53,9109993			
0,445505779	0,867147278	54,01100159			
0,44631958	0,868871399	54,11100006			
0,447184226	0,87041925	54,21099854			
0,447998056	0,872070007	54,31100082			
0,448862702	0,873892395	54,4109993			
0,449727377	0,875685425	54,51100159			
0,450541178	0,877246094	54,61100006			
0,451405853	0,879077087	54,71099854			
0,452219625	0,880732117	54,81100082			
0,453084329	0,88247998	54,9109993			
0,453898101	0,884034973	55,01100159			
0,454762776	0,885724487	55,11100006			
0,455576577	0,887467224	55,21099854			
0,456390379	0,889169373	55,31100082			
0,457255024	0,890832458	55,4109993			
0,458068855	0,892351685	55,51100159			
0,458882656	0,894125549	55,61100006			
0,459696428	0,895619507	55,71099854			
0,460561132	0,897260376	55,81100082			
0,461374904	0,899003174	55,9109993			
0,462188735	0,900757446	56,01100159			
0,46305338	0,902275391	56,11100006			
0,463867182	0,903963989	56,21099854			
0,464681012	0,905682922	56,31100082			
0,465545658	0,907450134	56,4109993			
0,466359459	0,908933777	56,51100159			
0,46717326	0,910629517	56,61100006			
0,468037935	0,912162109	56,71099854			
0,468851707	0,914122192	56,81100082			
0,469716411	0,91570575	56,9109993			
0,470530184	0,917329102	57,01100159			
0,471343985	0,918902954	57,11100006			
0,47220866	0,920707581	57,21099854			
0,473073334	0,922269592	57,31100082			
0,473887107	0,924130615	57,4109993			
0,474751811	0,925694153	57,51100159			
0,475565583	0,92741333	57,61100006			
0,476379384	0,929032471	57,71099854			
0,477193214	0,930854919	57,81100082			
0,478006987	0,93230365	57,9109993			
0,478820788	0,933876648	58,01100159			
0,479634618	0,935518433	58,11100006			
0,480448391	0,937206604	58,21099854			
0,481262221	0,938909546	58,31100082			
0,482126867	0,940462158	58,4109993			
0,482940668	0,942117737	58,51100159			
0,483754498	0,943725281	58,61100006			
0,484568271	0,945331421	58,71099854			
0,485382072	0,946955566	58,81100082			
0,486195902	0,948598511	58,9109993			
0,487060548	0,950294006	59,01100159			
0,487874349	0,951797058	59,11100006			
0,488688122	0,953516357	59,21099854			
0,489552855	0,955151978	59,31100082			
0,490366598	0,956861023	59,4109993			
0,491180399	0,958459106	59,51100159			
0,492045074	0,959981934	59,61100006			
0,492858875	0,961874756	59,71099854			
0,49372355	0,963510071	59,81100082			
0,494588225	0,965061768	59,9109993			
0,495402026	0,966794739	60,01100159			
0,496266701	0,968445068	60,11100006			
0,497131376	0,970219116	60,21099854			
0,497995992	0,971799316	60,31100082			
0,498809793	0,973507751	60,4109993			
0,499674468	0,975292969	60,51100159			
0,50048827	0,976749146	60,61100006			
0,501352944	0,978396301	60,71099854			
0,502166746	0,98002179	60,81100082			
0,502980547	0,981635193	60,9109993			
0,503794348	0,983244019	61,01100159			
0,50460815	0,98473822	61,11100006			
0,505472824	0,986453491	61,21099854			
0,506286626	0,988121399	61,31100082			
0,507100427	0,989750061	61,4109993			
0,507914228	0,991269836	61,51100159			
0,50872803	0,993003784	61,61100006			
0,509592704	0,99439801	61,71099854			
0,510406506	0,9961427	61,81100082			
0,511220249	0,997694458	61,9109993			
0,512084982	0,999469604	62,01100159			
0,512898725	1,001186462	62,11100006			
0,5137634	1,002636475	62,21099854			
0,514577201	1,00426123	62,31100082			
0,515391061	1,005897339	62,4109993			
0,516255677	1,00757074	62,51100159			
0,517120352	1,009305176	62,61100006			
0,517934153	1,01109491	62,71099854			
0,518748013	1,012611633	62,81100082			
0,519612629	1,014217041	62,9109993			
0,520426431	1,015898621	63,01100159			
0,521240232	1,017258667	63,11100006			
0,522054033	1,018932068	63,21099854			
0,522918708	1,020682678	63,31100082			
0,523732509	1,022338257	63,4109993			
0,524546311	1,023817566	63,51100159			
0,525360112	1,025305054	63,61100006			
0,526173913	1,026859863	63,71099854			
0,526987715	1,028515625	63,81100082			
0,527750643	1,030059814	63,9109993			
0,528564444	1,031596924	64,01100159			
0,529429119	1,033156006	64,11100006			
0,53024292	1,034719971	64,21099854			
0,531056721	1,036433472	64,31099701			
0,531870523	1,037989746	64,41100311			
0,532684324	1,039494873	64,51100159			
0,533498125	1,041165039	64,61100006			
0,534311926	1,042727905	64,71099854			
0,535176601	1,044356079	64,81099701			
0,535990403	1,04605542	64,91100311			
0,536855019	1,047681763	65,01100159			
0,537668879	1,049313232	65,11100006			
0,538533495	1,050883911	65,21099854			
0,539347355	1,052579834	65,31099701			
0,540211971	1,0544198	65,41100311			
0,541076646	1,055930908	65,51100159			
0,541941321	1,057609497	65,61100006			
0,542805996	1,059180786	65,71099854			
0,543619797	1,060867676	65,81099701			
0,544484414	1,062633423	65,91100311			
0,545349147	1,064070923	66,01100159			
0,54616289	1,06565979	66,11100006			
0,546976749	1,067298584	66,21099854			
0,547790551	1,068779907	66,31099701			
0,548655225	1,070408081	66,41100311			
0,549468969	1,072100342	66,51100159			
0,55028277	1,073596802	66,61100006			
0,551096629	1,075240112	66,71099854			
0,551910372	1,0767771	66,81099701			
0,552775105	1,07846106	66,91100311			
0,553588849	1,080043823	67,01100159			
0,55440265	1,08169458	67,11100006			
0,555267325	1,083237183	67,21099854			
0,556081126	1,084965698	67,31099701			
0,556894985	1,086492065	67,41100311			
0,557759602	1,088079956	67,51100159			
0,558573403	1,089627319	67,61100006			
0,559438078	1,091389282	67,71099854			
0,56025188	1,092915161	67,81099701			
0,561065681	1,094486206	67,91100311			
0,561930356	1,096030884	68,01100159			
0,562744157	1,097726563	68,11100006			
0,563608832	1,099268555	68,21099854			
0,564422633	1,101074219	68,31099701			
0,565287308	1,10273938	68,41100311			
0,566151924	1,104157837	68,51100159			
0,566965784	1,105941406	68,61100006			
0,567779527	1,10742627	68,71099854			
0,568644202	1,10893103	68,81099701			
0,569458003	1,110554443	68,91100311			
0,570271804	1,112211426	69,01100159			
0,571085606	1,113703491	69,11100006			
0,571950281	1,115151611	69,21099854			
0,572764082	1,116730225	69,31099701			
0,573577883	1,118383057	69,41100311			
0,574391684	1,119968872	69,51100159			
0,575205486	1,121408081	69,61100006			
0,576019287	1,123118652	69,71099854			
0,576833088	1,124590332	69,81099701			
0,57764689	1,126194702	69,91100311			
0,578511565	1,127672607	70,01100159			
0,579325366	1,129496582	70,11100006			
0,580139167	1,130923828	70,21099854			
0,581003842	1,132490112	70,31099701			
0,581868459	1,133963623	70,41100311			
0,582682318	1,135691772	70,51100159			
0,583496119	1,137288696	70,61100006			
0,584360794	1,138926025	70,71099854			
0,585174537	1,140455078	70,81099701			
0,58603927	1,142039917	70,91100311			
0,586853013	1,143643311	71,01100159			
0,587717688	1,145231445	71,11100006			
0,588582363	1,146907959	71,21099854			
0,589396164	1,148610107	71,31099701			
0,590260781	1,150112793	71,41100311			
0,59107464	1,151805786	71,51100159			
0,591939257	1,153294556	71,61100006			
0,592753117	1,155021606	71,71099854			
0,593617733	1,156481079	71,81099701			
0,594431593	1,158237061	71,91100311			
0,595245336	1,159619873	72,01100159			
0,596059137	1,161167358	72,11100006			
