"File Path: D:\Ensayos Víctor\Fase II\PLA virgen\Test Run 1 16-05-2019 10 36 54\DAQ- Crosshead; … - (Timed).txt   "					
Test: ENSAYOS TRACCION PLA 2					
Test Run: Test Run 1					
Date: 16/05/2019 10:33:33					
					
					
Crosshead 	Load 	Time 		carga maxima	
mm	kN	sec		2,145087158	
0,137786861	0,233262222	16,96199989			
0,138651536	0,234678009	17,06200027			
0,139465337	0,236746964	17,16200066			
0,140329998	0,238700485	17,26199913			
0,141143799	0,240290268	17,36199951			
0,142008474	0,242279984	17,46199989			
0,14282226	0,244389694	17,56200027			
0,143686935	0,246002838	17,66200066			
0,144500736	0,247970474	17,76199913			
0,145314523	0,249746155	17,86199951			
0,146179198	0,25164798	17,96199989			
0,147043873	0,253534729	18,06200027			
0,14785766	0,255081757	18,16200066			
0,148671461	0,257537079	18,26199913			
0,149485277	0,258377655	18,36199951			
0,150299078	0,260978394	18,46199989			
0,151112865	0,262180176	18,56200027			
0,151926681	0,264337341	18,66200066			
0,152740482	0,265723846	18,76199913			
0,153554269	0,268092926	18,86199951			
0,154368085	0,269587952	18,96199989			
0,155232745	0,272001862	19,06200027			
0,156046561	0,27347821	19,16200066			
0,156860347	0,275788239	19,26199913			
0,157674149	0,277161285	19,36199951			
0,158487965	0,279527557	19,46199989			
0,15935261	0,281131805	19,56200027			
0,160166426	0,283466614	19,66200066			
0,161031086	0,285162354	19,76199913			
0,161844888	0,287380859	19,86199951			
0,162709548	0,289253784	19,96199989			
0,163574223	0,291264313	20,06200027			
0,16438801	0,293027466	20,16200066			
0,165201825	0,295136688	20,26199913			
0,166066486	0,296985474	20,36199951			
0,166931146	0,299356293	20,46199989			
0,167744947	0,300964874	20,56200027			
0,168609622	0,303151886	20,66200066			
0,169474282	0,304893494	20,76199913			
0,170288084	0,306969116	20,86199951			
0,171152758	0,308965057	20,96199989			
0,17196656	0,310788849	21,06200027			
0,172780346	0,31266568	21,16200066			
0,173645021	0,314664215	21,26199913			
0,174458823	0,316555573	21,36199951			
0,175272624	0,318446686	21,46199989			
0,176086425	0,320481934	21,56200027			
0,176900227	0,322512634	21,66200066			
0,177714028	0,324184174	21,76199913			
0,178527829	0,326031067	21,86199951			
0,179392504	0,327927795	21,96199989			
0,180206305	0,330140076	22,06200027			
0,181020092	0,33190744	22,16200066			
0,181884767	0,333913483	22,26199913			
0,182698568	0,336032898	22,36199951			
0,183563228	0,33786972	22,46199989			
0,18437703	0,339803406	22,56200027			
0,185190846	0,341700073	22,66200066			
0,186055491	0,343636322	22,76199913			
0,186869307	0,345477448	22,86199951			
0,187733967	0,347705627	22,96199989			
0,188547769	0,349519592	23,06200027			
0,189412429	0,351552979	23,16200066			
0,190226245	0,353423004	23,26199913			
0,19109089	0,355398621	23,36199951			
0,191904706	0,357397858	23,46199989			
0,192769367	0,359507629	23,56200027			
0,193583182	0,361226654	23,66200066			
0,194447828	0,363363159	23,76199913			
0,195261644	0,364989044	23,86199951			
0,196075445	0,367186737	23,96199989			
0,196889232	0,368884521	24,06200027			
0,197703048	0,370683899	24,16200066			
0,198516849	0,372649017	24,26199913			
0,199330636	0,374517792	24,36199951			
0,200144452	0,376536407	24,46199989			
0,200958253	0,37824704	24,56200027			
0,201772054	0,380069794	24,66200066			
0,202636715	0,381963654	24,76199913			
0,203450516	0,383841431	24,86199951			
0,204264332	0,385864807	24,96199989			
0,205128978	0,387729279	25,06200027			
0,205942793	0,389700897	25,16200066			
0,206807454	0,391598206	25,26199913			
0,207621255	0,393633667	25,36199951			
0,208435056	0,395637177	25,46199989			
0,209299731	0,397420898	25,56200027			
0,210113532	0,399394836	25,66200066			
0,210978193	0,401471893	25,76199913			
0,211791994	0,403296783	25,86199951			
0,212656669	0,405222198	25,96199989			
0,213521314	0,407153656	26,06200027			
0,21433513	0,409249939	26,16200066			
0,215199791	0,411101257	26,26199913			
0,216013592	0,413218872	26,36199951			
0,216878252	0,415287567	26,46199989			
0,217692068	0,417253387	26,56200027			
0,218556714	0,418805756	26,66200066			
0,21937053	0,420911926	26,76199913			
0,220184331	0,422703522	26,86199951			
0,220998118	0,424379333	26,96199989			
0,221811933	0,426490662	27,06200027			
0,222676594	0,428660004	27,16200066			
0,223490395	0,430373016	27,26199913			
0,224304196	0,43229538	27,36199951			
0,225117998	0,434160706	27,46199989			
0,225982672	0,436251678	27,56200027			
0,226796459	0,438049377	27,66200066			
0,227610275	0,440066101	27,76199913			
0,228474935	0,442048492	27,86199951			
0,229288737	0,443883209	27,96199989			
0,230102538	0,446005249	28,06200027			
0,230967213	0,447805939	28,16200066			
0,231780999	0,449738678	28,26199913			
0,232645674	0,45174234	28,36199951			
0,233459476	0,453650482	28,46199989			
0,234324136	0,455507446	28,56200027			
0,235137937	0,457477692	28,66200066			
0,236002612	0,459530151	28,76199913			
0,236816413	0,461325958	28,86199951			
0,237681073	0,463300629	28,96199989			
0,238494875	0,465182617	29,06200027			
0,23935955	0,467029266	29,16200066			
0,240173336	0,468972168	29,26199913			
0,240987138	0,470821808	29,36199951			
0,241800954	0,472764191	29,46199989			
0,24261474	0,474712463	29,56200027			
0,243428542	0,476504059	29,66200066			
0,244242343	0,478299133	29,76199913			
0,245056144	0,480074707	29,86199951			
0,245869946	0,48215921	29,96199989			
0,246683776	0,483932526	30,06200027			
0,247497548	0,485785553	30,16200066			
0,248311349	0,487789001	30,26199913			
0,24912518	0,489706787	30,36199951			
0,249938952	0,491594788	30,46199989			
0,250803627	0,493527344	30,56200027			
0,251617428	0,495470825	30,66200066			
0,252431229	0,497470734	30,76199913			
0,253295904	0,49930246	30,86199951			
0,254109706	0,501207642	30,96199989			
0,254974351	0,503337006	31,06200027			
0,255788182	0,505227325	31,16200066			
0,256601954	0,507256012	31,26199913			
0,257466658	0,509029358	31,36199951			
0,258331303	0,511099884	31,46199989			
0,259145105	0,513262817	31,56200027			
0,26000978	0,514964844	31,66200066			
0,260823581	0,516907715	31,76199913			
0,261688227	0,518873474	31,86199951			
0,262552901	0,520929077	31,96199989			
0,263366703	0,522746338	32,06200027			
0,264231348	0,524885437	32,16199875			
0,265045179	0,526673828	32,26200104			
0,26585898	0,528597412	32,36199951			
0,266672752	0,530383911	32,4620018			
0,267537456	0,532369812	32,56200027			
0,268351228	0,534319336	32,66199875			
0,26916503	0,536472351	32,76200104			
0,26997886	0,538194336	32,86199951			
0,270792632	0,540135071	32,9620018			
0,271657307	0,542089294	33,06200027			
0,272471108	0,54365564	33,16199875			
0,27328491	0,545849304	33,26200104			
0,274149555	0,548037598	33,36199951			
0,274963386	0,549693909	33,4620018			
0,275828032	0,551525696	33,56200027			
0,276641833	0,553481018	33,66199875			
0,277506508	0,555472534	33,76200104			
0,278320309	0,557342773	33,86199951			
0,279184955	0,559114136	33,9620018			
0,279998785	0,561130859	34,06200027			
0,280812586	0,563019958	34,16199875			
0,281677232	0,564982788	34,26200104			
0,282491063	0,566883118	34,36199951			
0,283355708	0,568679932	34,4620018			
0,284169539	0,57077356	34,56200027			
0,285034184	0,572613037	34,66199875			
0,285847986	0,574523499	34,76200104			
0,28671266	0,576374329	34,86199951			
0,287526462	0,578396301	34,9620018			
0,288340234	0,580274719	35,06200027			
0,289154064	0,582189758	35,16199875			
0,289967866	0,584165527	35,26200104			
0,290781638	0,585784668	35,36199951			
0,291595468	0,58769043	35,4620018			
0,29240927	0,589625	35,56200027			
0,293223042	0,591091003	35,66199875			
0,294036872	0,593492065	35,76200104			
0,294850674	0,595492493	35,86199951			
0,295664446	0,597134766	35,9620018			
0,296478276	0,599197388	36,06200027			
0,297292077	0,600964783	36,16199875			
0,298156752	0,603003235	36,26200104			
0,298970554	0,60479425	36,36199951			
0,299784326	0,606709961	36,4620018			
0,30064903	0,608565918	36,56200027			
0,301462802	0,610359741	36,66199875			
0,302276603	0,612576843	36,76200104			
0,303141278	0,614416626	36,86199951			
0,303955079	0,616401245	36,9620018			
0,304819725	0,618202637	37,06200027			
0,305684429	0,620296143	37,16199875			
0,306498201	0,62227655	37,26200104			
0,307362876	0,624339539	37,36199951			
0,308227551	0,626332092	37,4620018			
0,309041352	0,628278992	37,56200027			
0,309905998	0,630237793	37,66199875			
0,310770673	0,632055908	37,76200104			
0,311584474	0,634152344	37,86199951			
0,31244912	0,636023193	37,9620018			
0,31326295	0,637752319	38,06200027			
0,314076751	0,639784912	38,16199875			
0,314890523	0,64155072	38,26200104			
0,315755227	0,643436462	38,36199951			
0,316569	0,645340637	38,4620018			
0,317382801	0,647173157	38,56200027			
0,318196631	0,649092834	38,66199875			
0,319010403	0,650907593	38,76200104			
0,319875078	0,652960632	38,86199951			
0,32068888	0,654731506	38,9620018			
0,321502681	0,656661316	39,06200027			
0,322367327	0,658638672	39,16199875			
0,323181157	0,660620056	39,26200104			
0,324045803	0,662559937	39,36199951			
0,324859633	0,664472046	39,4620018			
0,325673434	0,666288757	39,56200027			
0,32653808	0,668168274	39,66199875			
0,327351911	0,669995789	39,76200104			
0,328216556	0,671773071	39,86199951			
0,329030358	0,674007324	39,9620018			
0,329895032	0,675781921	40,06200027			
0,330708834	0,677552246	40,16199875			
0,331573479	0,679840759	40,26200104			
0,33238731	0,681438599	40,36199951			
0,333201082	0,683398193	40,4620018			
0,334014883	0,685254761	40,56200027			
0,334879558	0,687251892	40,66199875			
0,335693359	0,689046814	40,76200104			
0,336507161	0,691034363	40,86199951			
0,337320962	0,692808838	40,9620018			
0,338134763	0,694741943	41,06200027			
0,338948565	0,696360291	41,16199875			
0,339813239	0,698364014	41,26200104			
0,340627041	0,700053101	41,36199951			
0,341440813	0,701965576	41,4620018			
0,342254643	0,703818298	41,56200027			
0,343068445	0,705752441	41,66199875			
0,343882246	0,707627075	41,76200104			
0,344746921	0,709289001	41,86199951			
0,345560693	0,711454956	41,9620018			
0,346374523	0,71311731	42,06200027			
0,347239169	0,715225403	42,16199875			
0,34805297	0,716992493	42,26200104			
0,348917645	0,718940369	42,36199951			
0,349731446	0,720868103	42,4620018			
0,350596092	0,722770142	42,56200027			
0,351460796	0,724713379	42,66199875			
0,352274568	0,726541809	42,76200104			
0,353139243	0,728600464	42,86199951			
0,354003918	0,730466431	42,9620018			
0,354817719	0,732306274	43,06200027			
0,355682365	0,734445984	43,16199875			
0,356496195	0,736162537	43,26200104			
0,357360841	0,737930115	43,36199951			
0,358174642	0,739846436	43,4620018			
0,359039317	0,741885803	43,56200027			
0,359853118	0,743664307	43,66199875			
0,360666891	0,745397156	43,76200104			
0,361480721	0,747344666	43,86199951			
0,362294522	0,749263306	43,9620018			
0,363159168	0,751146118	44,06200027			
0,363972998	0,752875854	44,16199875			
0,364786771	0,754883362	44,26200104			
0,365600572	0,756811279	44,36199951			
0,366414402	0,758460938	44,4620018			
0,367279048	0,760521301	44,56200027			
0,368092878	0,762328247	44,66199875			
0,368906651	0,764237061	44,76200104			
0,369771325	0,766199585	44,86199951			
0,370585127	0,768024658	44,9620018			
0,371449802	0,769800232	45,06200027			
0,372263574	0,771795349	45,16199875			
0,373077404	0,773792969	45,26200104			
0,37394205	0,775578491	45,36199951			
0,374755851	0,777399048	45,4620018			
0,375620526	0,779206665	45,56200027			
0,376434327	0,780972168	45,66199875			
0,377298973	0,783147644	45,76200104			
0,378112803	0,785014282	45,86199951			
0,378977449	0,786852905	45,9620018			
0,37979125	0,788718689	46,06200027			
0,380605081	0,790462219	46,16199875			
0,381418853	0,792612061	46,26200104			
0,382232654	0,794386536	46,36199951			
0,383046485	0,795995483	46,4620018			
0,383860257	0,798046692	46,56200027			
0,384674058	0,799829163	46,66199875			
0,385487889	0,801462708	46,76200104			
0,386301661	0,80345459	46,86199951			
0,387115491	0,805270813	46,9620018			
0,387980137	0,807010742	47,06200027			
0,388793938	0,808911743	47,16199875			
0,389607769	0,810660828	47,26200104			
0,390421541	0,812250488	47,36199951			
0,391235342	0,814306213	47,4620018			
0,392100017	0,816292419	47,56200027			
0,392964692	0,818365356	47,66199875			
0,393778464	0,819938721	47,76200104			
0,394592294	0,821776855	47,86199951			
0,39545694	0,823661011	47,9620018			
0,396270741	0,825422607	48,06200027			
0,397135416	0,827443787	48,16199875			
0,398000091	0,829344116	48,26200104			
0,398813863	0,831139221	48,36199951			
0,399678567	0,833211243	48,4620018			
0,400543213	0,834965454	48,56200027			
0,401357014	0,83688562	48,66199875			
0,402221689	0,838636475	48,76200104			
0,40303549	0,840541748	48,86199951			
0,403900136	0,842447021	48,9620018			
0,404713966	0,844030273	49,06200027			
0,405527739	0,846256165	49,16199875			
0,406392413	0,847926392	49,26200104			
0,407206215	0,849719604	49,36199951			
0,408020016	0,851659851	49,4620018			
0,408833817	0,853282776	49,56200027			
0,409647619	0,855123596	49,66199875			
0,41046142	0,857197327	49,76200104			
0,41127525	0,858873047	49,86199951			
0,412139896	0,860884094	49,9620018			
0,412953697	0,862493103	50,06200027			
0,413767499	0,864354553	50,16199875			
0,4145813	0,866173279	50,26200104			
0,415445946	0,868120483	50,36199951			
0,416259776	0,869627014	50,4620018			
0,417124422	0,871459167	50,56200027			
0,417938223	0,873549255	50,66199875			
0,418752054	0,875414673	50,76200104			
0,419616699	0,877456909	50,86199951			
0,420430501	0,879194397	50,9620018			
0,421295175	0,881040466	51,06200027			
0,422159821	0,882832214	51,16199875			
0,422973622	0,884917358	51,26200104			
0,423838297	0,886739563	51,36199951			
0,424702972	0,88847876	51,4620018			
0,425516744	0,890256165	51,56200027			
0,426330575	0,892238647	51,66199875			
0,427144376	0,893955505	51,76200104			
0,428009022	0,895909668	51,86199951			
0,428822852	0,897759399	51,9620018			
0,429636624	0,899370544	52,06200027			
0,430450425	0,901041321	52,16199875			
0,431264256	0,903034058	52,26200104			
0,432078028	0,904760498	52,36199951			
0,432891859	0,906589233	52,4620018			
0,43370566	0,908166138	52,56200027			
0,434519432	0,91015509	52,66199875			
0,435333262	0,911992065	52,76200104			
0,436197908	0,913851746	52,86199951			
0,437011709	0,915621887	52,9620018			
0,43782554	0,917526978	53,06200027			
0,438690186	0,919199829	53,16199875			
0,439503987	0,921145142	53,26200104			
0,440317788	0,923088867	53,36199951			
0,441182463	0,924683167	53,4620018			
0,441996235	0,926767639	53,56200027			
0,442860939	0,928564514	53,66199875			
0,443674711	0,930408997	53,76200104			
0,444539386	0,9321875	53,86199951			
0,445404061	0,933979553	53,9620018			
0,446217862	0,93605011	54,06200027			
0,447082508	0,937671936	54,16199875			
0,447896338	0,939652466	54,26200104			
0,448760984	0,941426575	54,36199951			
0,449574785	0,94328949	54,4620018			
0,45043946	0,945185364	54,56200027			
0,451253261	0,94705603	54,66199875			
0,452067034	0,948575745	54,76200104			
0,452880864	0,950444885	54,86199951			
0,45374551	0,952531921	54,9620018			
0,45455934	0,954188049	55,06200027			
0,455373141	0,955946655	55,16199875			
0,456186914	0,957765503	55,26200104			
0,457000744	0,959626221	55,36199951			
0,45786539	0,961682129	55,4620018			
0,458679191	0,963279663	55,56200027			
0,459493021	0,965049438	55,66199875			
0,460306794	0,966949707	55,76200104			
0,461171468	0,968499634	55,86199951			
0,46198527	0,970527893	55,9620018			
0,462849945	0,972384644	56,06200027			
0,463663717	0,97423584	56,16199875			
0,464477547	0,975846252	56,26200104			
0,465342193	0,977695862	56,36199951			
0,466206868	0,979587219	56,4620018			
0,467020669	0,981377808	56,56200027			
0,467885344	0,983284241	56,66199875			
0,468699116	0,985255188	56,76200104			
0,46956382	0,987031128	56,86199951			
0,470428466	0,988835693	56,9620018			
0,471242267	0,990738159	57,06200027			
0,472106942	0,992537354	57,16199875			
0,472920743	0,994337158	57,26200104			
0,473734515	0,996012512	57,36199951			
0,474548346	0,997750061	57,4620018			
0,475362147	0,999462463	57,56200027			
0,476175948	1,001170776	57,66199875			
0,47698975	1,002865112	57,76200104			
0,477803551	1,004596924	57,86199951			
0,478617352	1,006548523	57,9620018			
0,479431154	1,008306091	58,06200027			
0,480244955	1,010035095	58,16199875			
0,481058756	1,011768677	58,26200104			
0,481872557	1,013619202	58,36199951			
0,482737203	1,015386414	58,4620018			
0,483551034	1,017257263	58,56200027			
0,484364835	1,019106079	58,66199875			
0,485229481	1,020934937	58,76200104			
0,486043311	1,022577454	58,86199951			
0,486907957	1,024254517	58,9620018			
0,487721758	1,026209839	59,06200027			
0,488535559	1,0280448	59,16199875			
0,489400234	1,029858276	59,26200104			
0,490264909	1,031660645	59,36199951			
0,49107871	1,033382446	59,4620018			
0,491943385	1,035308472	59,56200027			
0,492808002	1,037115356	59,66199875			
0,493621803	1,039058838	59,76200104			
0,494486478	1,041047363	59,86199951			
0,495300279	1,042693848	59,9620018			
0,496164954	1,044653931	60,06200027			
0,496978755	1,046512939	60,16199875			
0,49784343	1,048046875	60,26200104			
0,498657231	1,049760986	60,36199951			
0,499471033	1,051811279	60,4620018			
0,500335707	1,053300537	60,56200027			
0,50114945	1,055221191	60,66199875			
0,50196331	1,056981812	60,76200104			
0,502777111	1,058784302	60,86199951			
0,503641786	1,060363647	60,9620018			
0,504455587	1,062106201	61,06200027			
0,50526933	1,064075928	61,16199875			
0,506134005	1,065896118	61,26200104			
0,506947807	1,067620117	61,36199951			
0,507761666	1,069289551	61,4620018			
0,508626283	1,070999268	61,56200027			
0,509440142	1,072804077	61,66199875			
0,510304759	1,074489502	61,76200104			
0,511118618	1,076560303	61,86199951			
0,511932361	1,078151733	61,9620018			
0,512797036	1,079954224	62,06200027			
0,513610838	1,081842773	62,16199875			
0,514475512	1,083671753	62,26200104			
0,515289314	1,085235962	62,36199951			
0,516103115	1,087210938	62,4620018			
0,51696779	1,089032227	62,56200027			
0,517781533	1,090662842	62,66199875			
0,518595392	1,092259399	62,76200104			
0,519460009	1,094153931	62,86199951			
0,520273868	1,095893921	62,9620018			
0,52108767	1,097616699	63,06200027			
0,521901413	1,099195068	63,16199875			
0,522715272	1,101039673	63,26200104			
0,523529074	1,102798828	63,36199951			
0,524342817	1,104291748	63,4620018			
0,525156676	1,106127075	63,56200027			
0,525970478	1,10778418	63,66199875			
0,526784221	1,109680542	63,76200104			
0,52759808	1,111527832	63,86199951			
0,528411882	1,113102539	63,9620018			
0,529225625	1,115021729	64,06199646			
0,530090358	1,116807495	64,16200256			
0,530904101	1,118508057	64,26200104			
0,53171796	1,120173462	64,36199951			
0,532582577	1,122207031	64,46199799			
0,533396436	1,123915771	64,56199646			
0,534210179	1,125648071	64,66200256			
0,535074912	1,1274198	64,76200104			
0,535888656	1,12924353	64,86199951			
0,53675333	1,131091431	64,96199799			
0,537618005	1,132824219	65,06199646			
0,538431806	1,134670776	65,16200256			
0,539296423	1,136419922	65,26200104			
0,540161156	1,138164063	65,36199951			
0,540974899	1,139939941	65,46199799			
0,541839574	1,141957275	65,56199646			
0,542704307	1,143672485	65,66200256			
0,54351805	1,145320679	65,76200104			
0,544382725	1,147194702	65,86199951			
0,545196526	1,149115601	65,96199799			
0,546010328	1,150672607	66,06199646			
0,546824129	1,15259021	66,16200256			
0,547688804	1,154280884	66,26200104			
0,548502605	1,155918457	66,36199951			
0,549316406	1,157569946	66,46199799			
0,550130208	1,159230347	66,56199646			
0,550994882	1,161034912	66,66200256			
0,551808684	1,162762207	66,76200104			
0,552622485	1,164540894	66,86199951			
0,553487102	1,166169067	66,96199799			
0,554300961	1,168104492	67,06199646			
0,555165578	1,169601196	67,16200256			
0,555979437	1,171575562	67,26200104			
0,556793239	1,173273682	67,36199951			
0,557657913	1,175022461	67,46199799			
0,558471656	1,176787231	67,56199646			
0,559336389	1,178423584	67,66200256			
0,560150133	1,180267456	67,76200104			
0,561014807	1,182187622	67,86199951			
0,561828609	1,18388501	67,96199799			
0,562693283	1,185548096	68,06199646			
0,563507085	1,187087891	68,16200256			
0,564320886	1,189094604	68,26200104			
0,565185561	1,190550049	68,36199951			
0,565999304	1,192358765	68,46199799			
0,566813163	1,194234497	68,56199646			
0,567626965	1,195856201	68,66200256			
0,568440708	1,197377808	68,76200104			
0,569254567	1,199290527	68,86199951			
0,570068369	1,200797729	68,96199799			
0,57088217	1,202676025	69,06199646			
0,571695971	1,20427356	69,16200256			
0,572509773	1,205930542	69,26200104			
0,573374447	1,207697754	69,36199951			
0,574188249	1,209501465	69,46199799			
0,575001992	1,21116687	69,56199646			
0,575815851	1,212652466	69,66200256			
0,576629653	1,214881104	69,76200104			
0,577443396	1,21637439	69,86199951			
0,578308129	1,218108276	69,96199799			
0,579121872	1,219702148	70,06199646			
0,579935731	1,221373169	70,16200256			
0,580800348	1,22331665	70,26200104			
0,581614207	1,224851563	70,36199951			
0,582478824	1,22680542	70,46199799			
0,583343499	1,228442627	70,56199646			
0,5841573	1,23025	70,66200256			
0,585021975	1,23196875	70,76200104			
0,58588665	1,233748901	70,86199951			
0,586751266	1,235368164	70,96199799			
0,587615941	1,237303467	71,06199646			
0,588429742	1,239010864	71,16200256			
0,589294417	1,240747803	71,26200104			
0,590108219	1,242547607	71,36199951			
0,590922078	1,24412439	71,46199799			
0,591735821	1,245706543	71,56199646			
0,592600496	1,247543823	71,66200256			
0,593414297	1,249177734	71,76200104			
0,594228099	1,250691162	71,86199951			
0,595041958	1,252591553	71,96199799			
