File Path: D:\Ensayos Víctor\Test Run 8 28-03-2019 13 07 07\DAQ- Crosshead; … - (Timed).txt   
Test: ENSAYOS TRACCION PLA 1
Test Run: Test Run 8
Date: 28/03/2019 12:58:13


Crosshead 	Load 	Time 
mm	kN	sec
0,000203450511548908	0,00448341751098633	0,111000001430511
0,00055948896715563	0,00450816583633423	0,210999995470047
0,00101725254353369	0,0046143741607666	0,310999989509583
0,00157674162437615	0,00481455898284912	0,41100001335144
0,00203450508706737	0,00487694835662842	0,510999977588654
0,00249226877713227	0,00498689985275269	0,611000001430511
0,00289916988549521	0,00518381595611572	0,711000025272369
0,00340779615726206	0,00548534202575684	0,810999989509583
0,00396728501073085	0,00596252012252808	0,91100001335144
0,00462849948235089	0,00631869411468506	1,0110000371933
0,00539143911737483	0,00688269567489624	1,11099994182587
0,00620524087935337	0,0065244779586792	1,21099996566772
0,00706990567778121	0,00660048627853394	1,31099998950958
0,00788370834925445	0,00689773511886597	1,41100001335144
0,00874837223818759	0,00739389514923096	1,5110000371933
0,00956217445491347	0,00832304191589355	1,61099994182587
0,0104268392533413	0,00957895755767822	1,71099996566772
0,0112915040517692	0,00971411895751953	1,81099998950958
0,0121053053590003	0,0101489686965942	1,91100001335144
0,0129191084852209	0,0103989315032959	2,01099991798401
0,0137837723741541	0,0105784225463867	2,11100006103516
0,0145975755003747	0,0105612201690674	2,21099996566772
0,0154113768076058	0,0110024919509888	2,31100010871887
0,0162251799338264	0,0114570989608765	2,41100001335144
0,0170389812410576	0,0115696754455566	2,51099991798401
0,0178527825482888	0,0121092338562012	2,61100006103516
0,0186665856745094	0,012637035369873	2,71099996566772
0,0194803869817406	0,0130238981246948	2,81100010871887
0,0203450526896631	0,0131189889907837	2,91100001335144
0,0211588539968943	0,0135411710739136	3,01099991798401
0,0219726571231149	0,0139004611968994	3,11100006103516
0,0227864584303461	0,0141656923294067	3,21099996566772
0,0236511223192792	0,0143886098861694	3,31100010871887
0,0244649254454998	0,0146944770812988	3,41100001335144
0,025329589334433	0,0148075046539307	3,51099991798401
0,0261433924606536	0,0151727628707886	3,61100006103516
0,0269571937678847	0,0153749866485596	3,71099996566772
0,0278218594758073	0,0160684814453125	3,81100010871887
0,0286356607830385	0,0163241863250732	3,91100001335144
0,029500326490961	0,0167444591522217	4,01100015640259
0,0303649903798942	0,0174450511932373	4,11100006103516
0,0311787916871253	0,0179773101806641	4,21099996566772
0,0320434555760585	0,0189449138641357	4,31099987030029
0,0329081231029704	0,0198209781646729	4,41099977493286
0,0337219244102016	0,0206371574401855	4,51100015640259
0,0345865882991347	0,0216816825866699	4,61100006103516
0,0354512521880679	0,0228734760284424	4,71099996566772
0,0363159197149798	0,0244472904205322	4,81099987030029
0,0371297173842322	0,0259753761291504	4,91099977493286
0,0379435223294422	0,0274238357543945	5,01100015640259
0,0388081862183753	0,0289390926361084	5,11100006103516
0,0396219911635853	0,0305526828765869	5,21099996566772
0,0404866514145397	0,0319044380187988	5,31099987030029
0,0413004563597497	0,0336217308044434	5,41099977493286
0,0421142576669808	0,0352147064208984	5,51100015640259
0,042928058974212	0,0365904731750488	5,61100006103516
0,0437927228631452	0,0382020454406738	5,71099996566772
0,0446065241703764	0,0397232475280762	5,81099987030029
0,0454203291155864	0,0413927688598633	5,91099977493286
0,0462849930045195	0,043036808013916	6,01100015640259
0,0470987979497295	0,0443891830444336	6,11100006103516
0,0479634582006838	0,0461682357788086	6,21099996566772
0,0487772631458938	0,0477373275756836	6,31099987030029
0,0496419270348269	0,0492497711181641	6,41099977493286
