File Path: D:\Ensayos Víctor\Fase II\PLA virgen\Test Run 4 16-05-2019 11 01 42\DAQ- Crosshead; … - (Timed).txt   
Test: ENSAYOS TRACCION PLA 2
Test Run: Test Run 4
Date: 16/05/2019 10:58:00


Crosshead 	Load 	Time 
mm	kN	sec
0,000203450511548908	0,061877815246582	0,111000001430511
0,00055948896715563	0,06203662109375	0,210999995470047
0,00127156579310395	0,0634724082946777	0,310999989509583
0,002085367896143	0,0643492279052734	0,41100001335144
0,00289916988549521	0,0650620651245117	0,510999977588654
0,00376383468392305	0,0654008026123047	0,611000001430511
0,00457763690064894	0,0656217880249023	0,711000025272369
0,00544230124432943	0,0658039398193359	0,810999989509583
0,00625610346105532	0,0660685195922852	0,91100001335144
0,00712076825948316	0,0661932220458984	1,0110000371933
0,00798543260316364	0,0661464614868164	1,11099994182587
0,00885009740159148	0,0664258728027344	1,21099996566772
0,00966389961831737	0,0666519012451172	1,31099998950958
0,0105285644167452	0,0669249877929688	1,41100001335144
0,0113932292151731	0,0669096527099609	1,5110000371933
0,0122578940136009	0,0672922134399414	1,61099994182587
0,0130716962303268	0,0673143081665039	1,71099996566772
0,0139363601192599	0,0676421356201172	1,81099998950958
0,0147501632454805	0,0678515167236328	1,91100001335144
0,0156148271344136	0,0686239547729492	2,01099991798401
0,0164286284416448	0,0688439636230469	2,11100006103516
0,0172424315678654	0,0694569778442383	2,21099996566772
0,0181070954567986	0,0699728698730469	2,31100010871887
0,0189208985830192	0,0706704940795898	2,41100001335144
0,0197347017092397	0,0711893157958984	2,51099991798401
0,0205485011974815	0,0716980209350586	2,61100006103516
0,0214131687243935	0,0721788177490234	2,71099996566772
0,0222269682126353	0,0727965316772461	2,81100010871887
0,0230407713388558	0,0734671630859375	2,91100001335144
0,0238545744650764	0,0738644332885742	3,01099991798401
0,0247192383540096	0,0742785797119141	3,11100006103516
0,0255330414802302	0,0746664123535156	3,21099996566772
0,0263977053691633	0,0751814956665039	3,31100010871887
0,0272115084953839	0,0754020233154297	3,41100001335144
0,028076172384317	0,0756765747070313	3,51099991798401
0,0288899736915482	0,0759293746948242	3,61100006103516
0,0297546393994708	0,0763190002441406	3,71099996566772
0,0306193032884039	0,0763830413818359	3,81100010871887
0,031483967177337	0,0766029815673828	3,91100001335144
0,032297772122547	0,0768735733032227	4,01100015640259
0,0331624323735014	0,0772614212036133	4,11100006103516
0,0340270999004133	0,0776503067016602	4,21099996566772
0,0348409012076445	0,077855598449707	4,31099987030029
0,0357055650965776	0,0789016418457031	4,41099977493286
0,0365702326234896	0,0792499389648438	4,51100015640259
0,0373840339307208	0,079671028137207	4,61100006103516
0,0382486978196539	0,0801653594970703	4,71099996566772
0,0390624991268851	0,0808879089355469	4,81099987030029
0,039927166653797	0,0815305023193359	4,91099977493286
0,0407409679610282	0,082325813293457	5,01100015640259
0,0415547692682594	0,0831628265380859	5,11100006103516
0,0423685705754906	0,0840023956298828	5,21099996566772
0,0432332344644237	0,0846105804443359	5,31099987030029
0,0440470394096337	0,0855019149780273	5,41099977493286
0,0449116996605881	0,0864018020629883	5,51100015640259
0,0457255046057981	0,0878802261352539	5,61100006103516
0,0465901684947312	0,0892817230224609	5,71099996566772
0,0474039734399412	0,0908289108276367	5,81099987030029
0,0482177747471724	0,0923990707397461	5,91099977493286
0,0490824386361055	0,0939549713134766	6,01100015640259
0,0499471025250386	0,0954913940429688	6,11100006103516
0,0507609074702486	0,0971825942993164	6,21099996566772
0,051625567721203	0,0985829086303711	6,31099987030029
